"Ano","Numero de Contribuições","Tipo de Contribuinte/Fonte","Quantidade de Contribuintes","Tipo de Contribuinte Resumo"
"2010","10","Empregado","163038","Trabalhadores Empregados"
"2010","11","Empregado","238084","Trabalhadores Empregados"
"2010","12","Empregado","2369825","Trabalhadores Empregados"
"2010","1","Outro Contr-Gps","133125","Outros Contribuintes"
"2010","2","Outro Contr-Gps","109322","Outros Contribuintes"
"2010","3","Outro Contr-Gps","104150","Outros Contribuintes"
"2010","4","Outro Contr-Gps","103757","Outros Contribuintes"
"2010","5","Outro Contr-Gps","95596","Outros Contribuintes"
"2010","6","Outro Contr-Gps","92548","Outros Contribuintes"
"2010","7","Outro Contr-Gps","88780","Outros Contribuintes"
"2010","8","Outro Contr-Gps","92908","Outros Contribuintes"
"2010","9","Outro Contr-Gps","96162","Outros Contribuintes"
"2010","10","Outro Contr-Gps","120706","Outros Contribuintes"
"2010","11","Outro Contr-Gps","253217","Outros Contribuintes"
"2010","12","Outro Contr-Gps","1442194","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gps","55","Ambos"
"2010","2","Empregado e Outro Contr-Gps","736","Ambos"
"2010","3","Empregado e Outro Contr-Gps","1097","Ambos"
"2010","4","Empregado e Outro Contr-Gps","1315","Ambos"
"2010","5","Empregado e Outro Contr-Gps","1585","Ambos"
"2010","6","Empregado e Outro Contr-Gps","1814","Ambos"
"2010","7","Empregado e Outro Contr-Gps","1999","Ambos"
"2010","8","Empregado e Outro Contr-Gps","1992","Ambos"
"2010","9","Empregado e Outro Contr-Gps","2074","Ambos"
"2010","10","Empregado e Outro Contr-Gps","2370","Ambos"
"2010","11","Empregado e Outro Contr-Gps","3793","Ambos"
"2010","12","Empregado e Outro Contr-Gps","12399","Ambos"
"2010","1","Outro Contr-Gfip","113770","Outros Contribuintes"
"2010","2","Outro Contr-Gfip","62648","Outros Contribuintes"
"2010","3","Outro Contr-Gfip","48898","Outros Contribuintes"
"2010","4","Outro Contr-Gfip","41367","Outros Contribuintes"
"2010","5","Outro Contr-Gfip","37942","Outros Contribuintes"
"2010","6","Outro Contr-Gfip","36810","Outros Contribuintes"
"2010","7","Outro Contr-Gfip","36755","Outros Contribuintes"
"2010","8","Outro Contr-Gfip","39024","Outros Contribuintes"
"2010","9","Outro Contr-Gfip","44422","Outros Contribuintes"
"2010","10","Outro Contr-Gfip","56541","Outros Contribuintes"
"2010","11","Outro Contr-Gfip","120378","Outros Contribuintes"
"2010","12","Outro Contr-Gfip","1018692","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gfip","143","Ambos"
"2010","2","Empregado e Outro Contr-Gfip","1258","Ambos"
"2010","3","Empregado e Outro Contr-Gfip","1601","Ambos"
"2010","4","Empregado e Outro Contr-Gfip","1748","Ambos"
"2010","5","Empregado e Outro Contr-Gfip","1986","Ambos"
"2010","6","Empregado e Outro Contr-Gfip","2068","Ambos"
"2010","7","Empregado e Outro Contr-Gfip","2343","Ambos"
"2010","8","Empregado e Outro Contr-Gfip","2511","Ambos"
"2010","9","Empregado e Outro Contr-Gfip","2906","Ambos"
"2010","10","Empregado e Outro Contr-Gfip","3235","Ambos"
"2010","11","Empregado e Outro Contr-Gfip","4804","Ambos"
"2010","12","Empregado e Outro Contr-Gfip","38758","Ambos"
"2010","1","Outro Contr-Gps-Gfip","276","Outros Contribuintes"
"2010","2","Outro Contr-Gps-Gfip","1321","Outros Contribuintes"
"2010","3","Outro Contr-Gps-Gfip","1655","Outros Contribuintes"
"2010","4","Outro Contr-Gps-Gfip","1972","Outros Contribuintes"
"2010","5","Outro Contr-Gps-Gfip","2164","Outros Contribuintes"
"2010","6","Outro Contr-Gps-Gfip","2425","Outros Contribuintes"
"2010","7","Outro Contr-Gps-Gfip","2619","Outros Contribuintes"
"2010","8","Outro Contr-Gps-Gfip","3062","Outros Contribuintes"
"2010","9","Outro Contr-Gps-Gfip","3704","Outros Contribuintes"
"2010","10","Outro Contr-Gps-Gfip","4784","Outros Contribuintes"
"2010","11","Outro Contr-Gps-Gfip","9573","Outros Contribuintes"
"2010","12","Outro Contr-Gps-Gfip","82868","Outros Contribuintes"
"2010","2","Empregado e Outro Contr-Gps-Gfip","8","Ambos"
"2010","3","Empregado e Outro Contr-Gps-Gfip","21","Ambos"
"2010","4","Empregado e Outro Contr-Gps-Gfip","36","Ambos"
"2010","5","Empregado e Outro Contr-Gps-Gfip","50","Ambos"
"2010","6","Empregado e Outro Contr-Gps-Gfip","64","Ambos"
"2010","7","Empregado e Outro Contr-Gps-Gfip","90","Ambos"
"2010","8","Empregado e Outro Contr-Gps-Gfip","132","Ambos"
"2010","9","Empregado e Outro Contr-Gps-Gfip","118","Ambos"
"2010","10","Empregado e Outro Contr-Gps-Gfip","152","Ambos"
"2010","11","Empregado e Outro Contr-Gps-Gfip","266","Ambos"
"2010","12","Empregado e Outro Contr-Gps-Gfip","1507","Ambos"
"2010","1","Empregado","63841","Trabalhadores Empregados"
"2010","2","Empregado","53864","Trabalhadores Empregados"
"2010","3","Empregado","47314","Trabalhadores Empregados"
"2010","4","Empregado","46159","Trabalhadores Empregados"
"2010","5","Empregado","48592","Trabalhadores Empregados"
"2010","6","Empregado","51139","Trabalhadores Empregados"
"2010","7","Empregado","54939","Trabalhadores Empregados"
"2010","8","Empregado","53458","Trabalhadores Empregados"
"2010","9","Empregado","53865","Trabalhadores Empregados"
"2010","10","Empregado","62505","Trabalhadores Empregados"
"2010","11","Empregado","87432","Trabalhadores Empregados"
"2010","12","Empregado","793516","Trabalhadores Empregados"
"2010","1","Outro Contr-Gps","34477","Outros Contribuintes"
"2010","2","Outro Contr-Gps","27588","Outros Contribuintes"
"2010","3","Outro Contr-Gps","26253","Outros Contribuintes"
"2010","4","Outro Contr-Gps","26501","Outros Contribuintes"
"2010","5","Outro Contr-Gps","23870","Outros Contribuintes"
"2010","6","Outro Contr-Gps","22181","Outros Contribuintes"
"2010","7","Outro Contr-Gps","20819","Outros Contribuintes"
"2010","8","Outro Contr-Gps","21492","Outros Contribuintes"
"2010","9","Outro Contr-Gps","21687","Outros Contribuintes"
"2010","10","Outro Contr-Gps","26195","Outros Contribuintes"
"2010","11","Outro Contr-Gps","50222","Outros Contribuintes"
"2010","12","Outro Contr-Gps","259613","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gps","50","Ambos"
"2010","2","Empregado e Outro Contr-Gps","1099","Ambos"
"2010","3","Empregado e Outro Contr-Gps","1973","Ambos"
"2010","4","Empregado e Outro Contr-Gps","2794","Ambos"
"2010","5","Empregado e Outro Contr-Gps","3465","Ambos"
"2010","6","Empregado e Outro Contr-Gps","4179","Ambos"
"2010","7","Empregado e Outro Contr-Gps","4770","Ambos"
"2010","8","Empregado e Outro Contr-Gps","4746","Ambos"
"2010","9","Empregado e Outro Contr-Gps","4811","Ambos"
"2010","10","Empregado e Outro Contr-Gps","5545","Ambos"
"2010","11","Empregado e Outro Contr-Gps","8432","Ambos"
"2010","12","Empregado e Outro Contr-Gps","27098","Ambos"
"2010","1","Outro Contr-Gfip","61993","Outros Contribuintes"
"2010","2","Outro Contr-Gfip","27986","Outros Contribuintes"
"2010","3","Outro Contr-Gfip","18687","Outros Contribuintes"
"2010","4","Outro Contr-Gfip","15183","Outros Contribuintes"
"2010","5","Outro Contr-Gfip","13069","Outros Contribuintes"
"2010","6","Outro Contr-Gfip","12512","Outros Contribuintes"
"2010","7","Outro Contr-Gfip","12219","Outros Contribuintes"
"2010","8","Outro Contr-Gfip","12595","Outros Contribuintes"
"2010","9","Outro Contr-Gfip","14045","Outros Contribuintes"
"2010","10","Outro Contr-Gfip","16936","Outros Contribuintes"
"2010","11","Outro Contr-Gfip","32564","Outros Contribuintes"
"2010","12","Outro Contr-Gfip","236139","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gfip","207","Ambos"
"2010","2","Empregado e Outro Contr-Gfip","2421","Ambos"
"2010","3","Empregado e Outro Contr-Gfip","3789","Ambos"
"2010","4","Empregado e Outro Contr-Gfip","4715","Ambos"
"2010","5","Empregado e Outro Contr-Gfip","5384","Ambos"
"2010","6","Empregado e Outro Contr-Gfip","6146","Ambos"
"2010","7","Empregado e Outro Contr-Gfip","6872","Ambos"
"2010","8","Empregado e Outro Contr-Gfip","7599","Ambos"
"2010","9","Empregado e Outro Contr-Gfip","8198","Ambos"
"2010","10","Empregado e Outro Contr-Gfip","9421","Ambos"
"2010","11","Empregado e Outro Contr-Gfip","13738","Ambos"
"2010","12","Empregado e Outro Contr-Gfip","110311","Ambos"
"2010","1","Outro Contr-Gps-Gfip","103","Outros Contribuintes"
"2010","2","Outro Contr-Gps-Gfip","665","Outros Contribuintes"
"2010","3","Outro Contr-Gps-Gfip","753","Outros Contribuintes"
"2010","4","Outro Contr-Gps-Gfip","881","Outros Contribuintes"
"2010","5","Outro Contr-Gps-Gfip","874","Outros Contribuintes"
"2010","6","Outro Contr-Gps-Gfip","971","Outros Contribuintes"
"2010","7","Outro Contr-Gps-Gfip","948","Outros Contribuintes"
"2010","8","Outro Contr-Gps-Gfip","1019","Outros Contribuintes"
"2010","9","Outro Contr-Gps-Gfip","1256","Outros Contribuintes"
"2010","10","Outro Contr-Gps-Gfip","1624","Outros Contribuintes"
"2010","11","Outro Contr-Gps-Gfip","2734","Outros Contribuintes"
"2010","12","Outro Contr-Gps-Gfip","17853","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gps-Gfip","1","Ambos"
"2010","2","Empregado e Outro Contr-Gps-Gfip","6","Ambos"
"2010","3","Empregado e Outro Contr-Gps-Gfip","52","Ambos"
"2010","4","Empregado e Outro Contr-Gps-Gfip","60","Ambos"
"2010","5","Empregado e Outro Contr-Gps-Gfip","125","Ambos"
"2010","6","Empregado e Outro Contr-Gps-Gfip","144","Ambos"
"2010","7","Empregado e Outro Contr-Gps-Gfip","203","Ambos"
"2010","8","Empregado e Outro Contr-Gps-Gfip","262","Ambos"
"2010","9","Empregado e Outro Contr-Gps-Gfip","253","Ambos"
"2010","10","Empregado e Outro Contr-Gps-Gfip","333","Ambos"
"2010","11","Empregado e Outro Contr-Gps-Gfip","510","Ambos"
"2010","12","Empregado e Outro Contr-Gps-Gfip","2815","Ambos"
"2010","1","Empregado","138112","Trabalhadores Empregados"
"2010","2","Empregado","154564","Trabalhadores Empregados"
"2010","3","Empregado","158873","Trabalhadores Empregados"
"2010","4","Empregado","157670","Trabalhadores Empregados"
"2010","5","Empregado","166851","Trabalhadores Empregados"
"2010","6","Empregado","183758","Trabalhadores Empregados"
"2010","7","Empregado","196361","Trabalhadores Empregados"
"2010","8","Empregado","192645","Trabalhadores Empregados"
"2010","9","Empregado","190900","Trabalhadores Empregados"
"2010","10","Empregado","215486","Trabalhadores Empregados"
"2010","11","Empregado","300527","Trabalhadores Empregados"
"2010","12","Empregado","2647012","Trabalhadores Empregados"
"2010","1","Outro Contr-Gps","27261","Outros Contribuintes"
"2010","2","Outro Contr-Gps","22277","Outros Contribuintes"
"2010","3","Outro Contr-Gps","21453","Outros Contribuintes"
"2010","4","Outro Contr-Gps","21044","Outros Contribuintes"
"2010","5","Outro Contr-Gps","19007","Outros Contribuintes"
"2010","6","Outro Contr-Gps","18101","Outros Contribuintes"
"2010","7","Outro Contr-Gps","16501","Outros Contribuintes"
"2010","8","Outro Contr-Gps","17617","Outros Contribuintes"
"2010","9","Outro Contr-Gps","17539","Outros Contribuintes"
"2010","10","Outro Contr-Gps","20914","Outros Contribuintes"
"2010","11","Outro Contr-Gps","37461","Outros Contribuintes"
"2010","12","Outro Contr-Gps","188780","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gps","62","Ambos"
"2010","2","Empregado e Outro Contr-Gps","1095","Ambos"
"2010","3","Empregado e Outro Contr-Gps","1976","Ambos"
"2010","4","Empregado e Outro Contr-Gps","2766","Ambos"
"2010","5","Empregado e Outro Contr-Gps","3404","Ambos"
"2010","6","Empregado e Outro Contr-Gps","4085","Ambos"
"2010","7","Empregado e Outro Contr-Gps","4614","Ambos"
"2010","8","Empregado e Outro Contr-Gps","4476","Ambos"
"2010","9","Empregado e Outro Contr-Gps","4489","Ambos"
"2010","10","Empregado e Outro Contr-Gps","4965","Ambos"
"2010","11","Empregado e Outro Contr-Gps","7111","Ambos"
"2010","12","Empregado e Outro Contr-Gps","22066","Ambos"
"2010","1","Outro Contr-Gfip","48398","Outros Contribuintes"
"2010","2","Outro Contr-Gfip","22507","Outros Contribuintes"
"2010","3","Outro Contr-Gfip","15718","Outros Contribuintes"
"2010","4","Outro Contr-Gfip","12948","Outros Contribuintes"
"2010","5","Outro Contr-Gfip","11773","Outros Contribuintes"
"2010","6","Outro Contr-Gfip","10991","Outros Contribuintes"
"2010","7","Outro Contr-Gfip","10740","Outros Contribuintes"
"2010","8","Outro Contr-Gfip","11327","Outros Contribuintes"
"2010","9","Outro Contr-Gfip","12449","Outros Contribuintes"
"2010","10","Outro Contr-Gfip","14705","Outros Contribuintes"
"2010","11","Outro Contr-Gfip","26768","Outros Contribuintes"
"2010","12","Outro Contr-Gfip","183829","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gfip","197","Ambos"
"2010","2","Empregado e Outro Contr-Gfip","2514","Ambos"
"2010","3","Empregado e Outro Contr-Gfip","4018","Ambos"
"2010","4","Empregado e Outro Contr-Gfip","5077","Ambos"
"2010","5","Empregado e Outro Contr-Gfip","6087","Ambos"
"2010","6","Empregado e Outro Contr-Gfip","7095","Ambos"
"2010","7","Empregado e Outro Contr-Gfip","7783","Ambos"
"2010","8","Empregado e Outro Contr-Gfip","8612","Ambos"
"2010","9","Empregado e Outro Contr-Gfip","9199","Ambos"
"2010","10","Empregado e Outro Contr-Gfip","10493","Ambos"
"2010","11","Empregado e Outro Contr-Gfip","14707","Ambos"
"2010","12","Empregado e Outro Contr-Gfip","109163","Ambos"
"2010","1","Outro Contr-Gps-Gfip","98","Outros Contribuintes"
"2010","2","Outro Contr-Gps-Gfip","545","Outros Contribuintes"
"2010","3","Outro Contr-Gps-Gfip","629","Outros Contribuintes"
"2010","4","Outro Contr-Gps-Gfip","758","Outros Contribuintes"
"2010","5","Outro Contr-Gps-Gfip","706","Outros Contribuintes"
"2010","6","Outro Contr-Gps-Gfip","739","Outros Contribuintes"
"2010","7","Outro Contr-Gps-Gfip","835","Outros Contribuintes"
"2010","8","Outro Contr-Gps-Gfip","902","Outros Contribuintes"
"2010","9","Outro Contr-Gps-Gfip","985","Outros Contribuintes"
"2010","10","Outro Contr-Gps-Gfip","1189","Outros Contribuintes"
"2010","11","Outro Contr-Gps-Gfip","2043","Outros Contribuintes"
"2010","12","Outro Contr-Gps-Gfip","12263","Outros Contribuintes"
"2010","2","Empregado e Outro Contr-Gps-Gfip","12","Ambos"
"2010","3","Empregado e Outro Contr-Gps-Gfip","44","Ambos"
"2010","4","Empregado e Outro Contr-Gps-Gfip","75","Ambos"
"2010","5","Empregado e Outro Contr-Gps-Gfip","117","Ambos"
"2010","6","Empregado e Outro Contr-Gps-Gfip","142","Ambos"
"2010","7","Empregado e Outro Contr-Gps-Gfip","201","Ambos"
"2010","8","Empregado e Outro Contr-Gps-Gfip","217","Ambos"
"2010","9","Empregado e Outro Contr-Gps-Gfip","238","Ambos"
"2010","10","Empregado e Outro Contr-Gps-Gfip","325","Ambos"
"2010","11","Empregado e Outro Contr-Gps-Gfip","497","Ambos"
"2010","12","Empregado e Outro Contr-Gps-Gfip","2318","Ambos"
"2010","1","Empregado","143884","Trabalhadores Empregados"
"2010","2","Empregado","166497","Trabalhadores Empregados"
"2010","3","Empregado","175574","Trabalhadores Empregados"
"2010","4","Empregado","176675","Trabalhadores Empregados"
"2010","5","Empregado","187064","Trabalhadores Empregados"
"2010","6","Empregado","207712","Trabalhadores Empregados"
"2010","7","Empregado","223674","Trabalhadores Empregados"
"2010","8","Empregado","219522","Trabalhadores Empregados"
"2010","9","Empregado","215787","Trabalhadores Empregados"
"2010","10","Empregado","241310","Trabalhadores Empregados"
"2010","11","Empregado","324018","Trabalhadores Empregados"
"2010","12","Empregado","2656036","Trabalhadores Empregados"
"2010","1","Outro Contr-Gps","21187","Outros Contribuintes"
"2010","2","Outro Contr-Gps","16646","Outros Contribuintes"
"2010","3","Outro Contr-Gps","16279","Outros Contribuintes"
"2010","4","Outro Contr-Gps","15093","Outros Contribuintes"
"2010","5","Outro Contr-Gps","13719","Outros Contribuintes"
"2010","6","Outro Contr-Gps","12641","Outros Contribuintes"
"2010","7","Outro Contr-Gps","12136","Outros Contribuintes"
"2010","8","Outro Contr-Gps","12166","Outros Contribuintes"
"2010","9","Outro Contr-Gps","12060","Outros Contribuintes"
"2010","10","Outro Contr-Gps","13683","Outros Contribuintes"
"2010","11","Outro Contr-Gps","23266","Outros Contribuintes"
"2010","12","Outro Contr-Gps","109604","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gps","54","Ambos"
"2010","2","Empregado e Outro Contr-Gps","1016","Ambos"
"2010","3","Empregado e Outro Contr-Gps","2017","Ambos"
"2010","4","Empregado e Outro Contr-Gps","2667","Ambos"
"2010","5","Empregado e Outro Contr-Gps","3267","Ambos"
"2010","6","Empregado e Outro Contr-Gps","3819","Ambos"
"2010","7","Empregado e Outro Contr-Gps","4236","Ambos"
"2010","8","Empregado e Outro Contr-Gps","4140","Ambos"
"2010","9","Empregado e Outro Contr-Gps","4219","Ambos"
"2010","10","Empregado e Outro Contr-Gps","4444","Ambos"
"2010","11","Empregado e Outro Contr-Gps","6011","Ambos"
"2010","12","Empregado e Outro Contr-Gps","18382","Ambos"
"2010","1","Outro Contr-Gfip","41251","Outros Contribuintes"
"2010","2","Outro Contr-Gfip","18896","Outros Contribuintes"
"2010","3","Outro Contr-Gfip","12856","Outros Contribuintes"
"2010","4","Outro Contr-Gfip","10558","Outros Contribuintes"
"2010","5","Outro Contr-Gfip","9572","Outros Contribuintes"
"2010","6","Outro Contr-Gfip","9121","Outros Contribuintes"
"2010","7","Outro Contr-Gfip","8669","Outros Contribuintes"
"2010","8","Outro Contr-Gfip","9153","Outros Contribuintes"
"2010","9","Outro Contr-Gfip","10340","Outros Contribuintes"
"2010","10","Outro Contr-Gfip","11592","Outros Contribuintes"
"2010","11","Outro Contr-Gfip","19733","Outros Contribuintes"
"2010","12","Outro Contr-Gfip","128823","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gfip","238","Ambos"
"2010","2","Empregado e Outro Contr-Gfip","2926","Ambos"
"2010","3","Empregado e Outro Contr-Gfip","4481","Ambos"
"2010","4","Empregado e Outro Contr-Gfip","5724","Ambos"
"2010","5","Empregado e Outro Contr-Gfip","6605","Ambos"
"2010","6","Empregado e Outro Contr-Gfip","7815","Ambos"
"2010","7","Empregado e Outro Contr-Gfip","8797","Ambos"
"2010","8","Empregado e Outro Contr-Gfip","9471","Ambos"
"2010","9","Empregado e Outro Contr-Gfip","9894","Ambos"
"2010","10","Empregado e Outro Contr-Gfip","11535","Ambos"
"2010","11","Empregado e Outro Contr-Gfip","15482","Ambos"
"2010","12","Empregado e Outro Contr-Gfip","109577","Ambos"
"2010","1","Outro Contr-Gps-Gfip","95","Outros Contribuintes"
"2010","2","Outro Contr-Gps-Gfip","457","Outros Contribuintes"
"2010","3","Outro Contr-Gps-Gfip","532","Outros Contribuintes"
"2010","4","Outro Contr-Gps-Gfip","563","Outros Contribuintes"
"2010","5","Outro Contr-Gps-Gfip","626","Outros Contribuintes"
"2010","6","Outro Contr-Gps-Gfip","642","Outros Contribuintes"
"2010","7","Outro Contr-Gps-Gfip","666","Outros Contribuintes"
"2010","8","Outro Contr-Gps-Gfip","717","Outros Contribuintes"
"2010","9","Outro Contr-Gps-Gfip","762","Outros Contribuintes"
"2010","10","Outro Contr-Gps-Gfip","804","Outros Contribuintes"
"2010","11","Outro Contr-Gps-Gfip","1437","Outros Contribuintes"
"2010","12","Outro Contr-Gps-Gfip","7398","Outros Contribuintes"
"2010","2","Empregado e Outro Contr-Gps-Gfip","13","Ambos"
"2010","3","Empregado e Outro Contr-Gps-Gfip","50","Ambos"
"2010","4","Empregado e Outro Contr-Gps-Gfip","78","Ambos"
"2010","5","Empregado e Outro Contr-Gps-Gfip","109","Ambos"
"2010","6","Empregado e Outro Contr-Gps-Gfip","148","Ambos"
"2010","7","Empregado e Outro Contr-Gps-Gfip","174","Ambos"
"2010","8","Empregado e Outro Contr-Gps-Gfip","253","Ambos"
"2010","9","Empregado e Outro Contr-Gps-Gfip","250","Ambos"
"2010","10","Empregado e Outro Contr-Gps-Gfip","302","Ambos"
"2010","11","Empregado e Outro Contr-Gps-Gfip","392","Ambos"
"2010","12","Empregado e Outro Contr-Gps-Gfip","2040","Ambos"
"2010","1","Empregado","154332","Trabalhadores Empregados"
"2010","2","Empregado","185640","Trabalhadores Empregados"
"2010","3","Empregado","197501","Trabalhadores Empregados"
"2010","4","Empregado","200316","Trabalhadores Empregados"
"2010","5","Empregado","211646","Trabalhadores Empregados"
"2010","6","Empregado","235186","Trabalhadores Empregados"
"2010","7","Empregado","253743","Trabalhadores Empregados"
"2010","8","Empregado","248458","Trabalhadores Empregados"
"2010","9","Empregado","242397","Trabalhadores Empregados"
"2010","10","Empregado","267089","Trabalhadores Empregados"
"2010","11","Empregado","344633","Trabalhadores Empregados"
"2010","12","Empregado","2644483","Trabalhadores Empregados"
"2010","1","Outro Contr-Gps","16190","Outros Contribuintes"
"2010","2","Outro Contr-Gps","12785","Outros Contribuintes"
"2010","3","Outro Contr-Gps","13014","Outros Contribuintes"
"2010","4","Outro Contr-Gps","11469","Outros Contribuintes"
"2010","5","Outro Contr-Gps","10629","Outros Contribuintes"
"2010","6","Outro Contr-Gps","9580","Outros Contribuintes"
"2010","7","Outro Contr-Gps","8792","Outros Contribuintes"
"2010","8","Outro Contr-Gps","8980","Outros Contribuintes"
"2010","9","Outro Contr-Gps","8654","Outros Contribuintes"
"2010","10","Outro Contr-Gps","9451","Outros Contribuintes"
"2010","11","Outro Contr-Gps","15281","Outros Contribuintes"
"2010","12","Outro Contr-Gps","67118","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gps","50","Ambos"
"2010","2","Empregado e Outro Contr-Gps","962","Ambos"
"2010","3","Empregado e Outro Contr-Gps","1782","Ambos"
"2010","4","Empregado e Outro Contr-Gps","2451","Ambos"
"2010","5","Empregado e Outro Contr-Gps","2943","Ambos"
"2010","6","Empregado e Outro Contr-Gps","3472","Ambos"
"2010","7","Empregado e Outro Contr-Gps","3826","Ambos"
"2010","8","Empregado e Outro Contr-Gps","3695","Ambos"
"2010","9","Empregado e Outro Contr-Gps","3531","Ambos"
"2010","10","Empregado e Outro Contr-Gps","3845","Ambos"
"2010","11","Empregado e Outro Contr-Gps","4843","Ambos"
"2010","12","Empregado e Outro Contr-Gps","13938","Ambos"
"2010","1","Outro Contr-Gfip","36912","Outros Contribuintes"
"2010","2","Outro Contr-Gfip","16117","Outros Contribuintes"
"2010","3","Outro Contr-Gfip","10978","Outros Contribuintes"
"2010","4","Outro Contr-Gfip","8595","Outros Contribuintes"
"2010","5","Outro Contr-Gfip","7670","Outros Contribuintes"
"2010","6","Outro Contr-Gfip","7029","Outros Contribuintes"
"2010","7","Outro Contr-Gfip","6882","Outros Contribuintes"
"2010","8","Outro Contr-Gfip","7091","Outros Contribuintes"
"2010","9","Outro Contr-Gfip","7747","Outros Contribuintes"
"2010","10","Outro Contr-Gfip","8425","Outros Contribuintes"
"2010","11","Outro Contr-Gfip","13757","Outros Contribuintes"
"2010","12","Outro Contr-Gfip","83738","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gfip","258","Ambos"
"2010","2","Empregado e Outro Contr-Gfip","3231","Ambos"
"2010","3","Empregado e Outro Contr-Gfip","4726","Ambos"
"2010","4","Empregado e Outro Contr-Gfip","6060","Ambos"
"2010","5","Empregado e Outro Contr-Gfip","6888","Ambos"
"2010","6","Empregado e Outro Contr-Gfip","7939","Ambos"
"2010","7","Empregado e Outro Contr-Gfip","8963","Ambos"
"2010","8","Empregado e Outro Contr-Gfip","9461","Ambos"
"2010","9","Empregado e Outro Contr-Gfip","10138","Ambos"
"2010","10","Empregado e Outro Contr-Gfip","11250","Ambos"
"2010","11","Empregado e Outro Contr-Gfip","14679","Ambos"
"2010","12","Empregado e Outro Contr-Gfip","93696","Ambos"
"2010","1","Outro Contr-Gps-Gfip","69","Outros Contribuintes"
"2010","2","Outro Contr-Gps-Gfip","358","Outros Contribuintes"
"2010","3","Outro Contr-Gps-Gfip","330","Outros Contribuintes"
"2010","4","Outro Contr-Gps-Gfip","394","Outros Contribuintes"
"2010","5","Outro Contr-Gps-Gfip","442","Outros Contribuintes"
"2010","6","Outro Contr-Gps-Gfip","444","Outros Contribuintes"
"2010","7","Outro Contr-Gps-Gfip","440","Outros Contribuintes"
"2010","8","Outro Contr-Gps-Gfip","475","Outros Contribuintes"
"2010","9","Outro Contr-Gps-Gfip","504","Outros Contribuintes"
"2010","10","Outro Contr-Gps-Gfip","624","Outros Contribuintes"
"2010","11","Outro Contr-Gps-Gfip","855","Outros Contribuintes"
"2010","12","Outro Contr-Gps-Gfip","4120","Outros Contribuintes"
"2010","2","Empregado e Outro Contr-Gps-Gfip","13","Ambos"
"2010","3","Empregado e Outro Contr-Gps-Gfip","54","Ambos"
"2010","4","Empregado e Outro Contr-Gps-Gfip","78","Ambos"
"2010","5","Empregado e Outro Contr-Gps-Gfip","97","Ambos"
"2010","6","Empregado e Outro Contr-Gps-Gfip","149","Ambos"
"2010","7","Empregado e Outro Contr-Gps-Gfip","158","Ambos"
"2010","8","Empregado e Outro Contr-Gps-Gfip","208","Ambos"
"2010","9","Empregado e Outro Contr-Gps-Gfip","235","Ambos"
"2010","10","Empregado e Outro Contr-Gps-Gfip","249","Ambos"
"2010","11","Empregado e Outro Contr-Gps-Gfip","379","Ambos"
"2010","12","Empregado e Outro Contr-Gps-Gfip","1459","Ambos"
"2010","1","Empregado","182912","Trabalhadores Empregados"
"2010","2","Empregado","223562","Trabalhadores Empregados"
"2010","3","Empregado","233429","Trabalhadores Empregados"
"2010","4","Empregado","234314","Trabalhadores Empregados"
"2010","5","Empregado","244728","Trabalhadores Empregados"
"2010","6","Empregado","267619","Trabalhadores Empregados"
"2010","7","Empregado","284585","Trabalhadores Empregados"
"2010","8","Empregado","278194","Trabalhadores Empregados"
"2010","9","Empregado","269769","Trabalhadores Empregados"
"2010","10","Empregado","290756","Trabalhadores Empregados"
"2010","11","Empregado","356605","Trabalhadores Empregados"
"2010","12","Empregado","2511675","Trabalhadores Empregados"
"2010","1","Outro Contr-Gps","13034","Outros Contribuintes"
"2010","2","Outro Contr-Gps","10173","Outros Contribuintes"
"2010","3","Outro Contr-Gps","10289","Outros Contribuintes"
"2010","4","Outro Contr-Gps","8957","Outros Contribuintes"
"2010","5","Outro Contr-Gps","8186","Outros Contribuintes"
"2010","6","Outro Contr-Gps","7402","Outros Contribuintes"
"2010","7","Outro Contr-Gps","6795","Outros Contribuintes"
"2010","8","Outro Contr-Gps","6652","Outros Contribuintes"
"2010","9","Outro Contr-Gps","6542","Outros Contribuintes"
"2010","10","Outro Contr-Gps","7159","Outros Contribuintes"
"2010","11","Outro Contr-Gps","10903","Outros Contribuintes"
"2010","12","Outro Contr-Gps","44273","Outros Contribuintes"
"2010","1","Empregado e Outro Contr-Gps","46","Ambos"
"2010","2","Empregado e Outro Contr-Gps","856","Ambos"
"2010","3","Empregado e Outro Contr-Gps","1517","Ambos"
"2010","4","Empregado e Outro Contr-Gps","2101","Ambos"
"2010","5","Empregado e Outro Contr-Gps","2562","Ambos"
"2010","6","Empregado e Outro Contr-Gps","2897","Ambos"
"2010","7","Empregado e Outro Contr-Gps","3047","Ambos"
